ranking_response,related_searches,full_path,part_path,page_count,about,deep_links,fresh,infection,pages,totalEstimatedMatches,someResultsRemoved,label
8,8,0,3,3,0,1,0,0,8,650000,0,0
10,8,0,2,2,1,1,0,0,9,2160000,0,0
9,8,0,3,3,3,1,0,0,9,24900000,0,0
8,8,0,5,5,5,1,0,0,8,10700000,0,0
9,8,0,2,2,2,1,0,0,8,11000000,0,0
9,8,0,2,2,2,1,0,0,9,2480000,0,0
8,8,1,1,1,0,0,0,0,8,18700,1,0
8,8,0,2,2,1,0,0,0,8,323000,0,0
8,8,2,2,2,0,1,0,0,8,121000,1,0
10,0,0,3,3,1,1,0,0,10,86500,1,0
8,8,0,4,4,1,1,0,0,8,3550000,0,0
8,8,0,4,4,0,0,0,0,8,481000,0,0
8,8,0,4,4,2,0,0,0,8,281000,0,0
10,8,2,5,5,1,1,0,0,10,365000,0,0
8,8,0,5,5,1,1,0,0,8,619000,1,0
9,8,0,1,1,1,1,0,0,9,1460000,1,0
8,8,0,1,1,1,1,0,0,8,628000,0,0
8,8,0,8,8,7,1,0,0,8,3480000,0,0
9,8,0,2,2,0,1,0,0,9,1500000,0,0
8,8,0,4,4,1,1,0,0,8,1280000,1,0
8,8,0,2,2,1,1,0,0,8,1210000,0,0
8,8,0,6,6,4,1,0,0,8,35800000,0,0
8,8,2,2,2,1,1,0,0,8,648000,0,0
10,8,0,6,6,1,1,0,1,10,11100000,0,0
8,8,0,1,1,0,1,0,0,8,327000,0,0
9,8,1,1,1,1,1,0,0,9,6470000,0,0
10,8,0,2,2,1,1,0,0,10,6300000,1,0
9,8,0,2,2,1,1,0,0,9,54200,0,0
8,8,2,8,8,4,1,0,0,8,2250000,0,0
9,8,0,8,8,8,1,0,0,9,148000000,0,0
10,8,2,2,2,0,2,0,0,10,330000,1,0
8,8,0,3,3,1,1,0,0,8,616000,0,0
10,8,0,0,0,0,0,0,0,10,4050000,0,0
10,8,1,3,3,0,0,0,0,10,197000,0,0
8,8,0,5,5,3,1,0,0,8,380000000,1,0
8,4,0,6,6,1,0,0,0,8,10500000,0,0
8,6,0,0,0,0,0,0,0,8,69,0,0
8,0,0,4,4,0,1,0,0,8,2220000,1,0
9,8,0,4,4,1,1,0,0,9,15200000,0,0
9,8,0,1,1,0,1,0,0,8,3990000,0,0
10,8,1,1,1,0,0,0,0,10,37400,1,0
10,6,0,5,5,1,2,0,0,10,2130000,0,0
10,0,0,4,4,1,2,0,0,10,254000,0,0
8,8,0,4,4,4,1,0,0,8,19400000,0,0
8,8,1,6,6,4,0,0,0,8,10100000,0,0
8,8,1,4,4,4,1,0,0,8,8850000,0,0
10,0,0,9,9,0,2,0,0,10,267000,0,0
8,8,0,5,5,2,0,0,0,8,1050000,0,0
8,8,0,2,2,1,1,0,0,8,50900000,0,0
8,8,0,3,3,3,1,0,0,8,8890000,0,0
9,8,0,7,7,4,1,0,0,9,63500000,0,0
8,8,0,6,6,5,0,0,0,8,607000,0,0
9,8,0,7,7,7,1,0,0,9,1980000,0,0
10,3,2,2,2,1,0,0,0,10,472000,0,0
10,8,0,8,8,2,1,0,0,10,1850000,0,0
9,8,0,2,2,1,1,0,0,9,12200000,0,0
8,8,1,2,2,1,1,0,0,8,10400000,0,0
10,8,0,1,1,1,1,0,0,10,10700000,1,0
10,8,0,0,0,0,0,0,0,10,12800,1,0
8,8,0,4,4,0,1,0,0,8,884000,0,0
9,8,0,4,4,1,1,0,0,9,9380000,0,0
10,8,0,7,7,0,1,0,0,10,4710000,0,0
10,8,0,3,3,1,1,0,0,10,1320000,0,0
9,8,0,7,7,1,1,0,0,9,2840000,0,0
9,8,0,2,2,1,1,0,0,9,969000,0,0
8,8,0,1,1,1,1,0,0,8,2290000,1,0
8,8,0,2,2,2,1,0,0,7,14000000,1,0
9,8,0,1,1,1,1,0,0,9,44500000,0,0
10,8,0,2,2,0,1,0,0,10,843000,0,0
10,8,0,2,2,0,1,0,0,10,422000,1,0
8,8,0,5,5,3,1,0,1,8,2280000,1,0
9,8,0,5,5,2,1,0,0,9,290000000,0,0
9,8,0,7,7,3,1,0,0,9,48400000,0,0
9,8,0,1,1,0,1,0,0,9,4360000,1,0
8,0,0,6,6,0,1,0,0,8,118000,0,0
8,8,0,1,1,1,1,0,0,8,968000,0,0
10,8,0,3,3,0,0,0,0,10,114000,0,0
10,8,0,6,6,5,1,0,0,10,56300000,0,0
8,8,0,4,4,2,1,0,0,7,39400000,0,0
10,8,0,0,0,0,0,0,0,10,95200,0,0
9,8,0,3,3,1,1,0,0,9,9330000,0,0
8,8,0,1,1,0,1,0,0,8,588000,0,0
10,8,0,3,3,0,1,0,0,10,152000,0,0
9,8,0,5,5,3,1,0,0,9,1620000,1,0
10,8,0,3,3,0,1,0,0,10,1760000,1,0
8,8,0,6,6,5,1,0,0,7,14700000,0,0
8,8,0,1,1,0,0,0,0,8,2110000,1,0
8,8,0,5,5,2,1,0,0,8,16500000,0,0
9,8,0,8,8,8,1,0,0,8,20100000,0,0
9,8,0,2,2,2,1,0,0,9,120000000,0,0
9,8,1,1,1,0,1,0,0,9,2570000,0,0
8,8,0,3,3,0,0,0,0,8,69,0,0
10,8,0,5,5,0,1,0,0,10,3020000,0,0
9,0,0,5,5,1,1,0,0,9,2610000,0,0
9,8,0,4,4,0,1,0,0,9,684000,0,0
10,8,0,5,5,0,0,0,1,10,8770000,0,0
10,8,0,3,3,0,1,0,1,10,7390000,0,0
8,8,0,3,3,2,1,0,0,8,444000,0,0
10,8,0,2,2,1,2,0,0,10,526000,0,0
8,6,0,2,2,0,0,0,0,8,576000,1,0
8,0,2,2,2,0,0,0,0,8,499000,0,0
8,8,2,2,2,0,0,0,0,8,3310000,0,0
8,8,0,1,1,1,1,0,0,8,143000000,0,0
8,8,0,2,2,2,1,0,0,8,1590000,0,0
9,8,0,6,6,1,1,0,0,9,58700000,0,0
8,8,0,1,1,1,1,0,0,8,1290000,0,0
9,8,0,1,1,1,1,0,0,9,6360000,0,0
8,8,0,6,6,3,1,0,0,8,5010000,0,0
9,8,0,5,5,5,1,0,0,9,96800000,0,0
8,8,0,3,3,3,1,0,0,8,5900000,0,0
8,8,0,3,3,1,1,0,0,8,444000000,0,0
10,0,1,1,1,0,0,0,0,10,35900,1,0
10,0,0,0,0,0,0,0,0,10,95,0,0
10,0,0,0,0,0,0,0,0,10,22500,0,0
10,2,0,0,0,0,0,0,0,10,14600,0,0
9,8,0,5,5,2,1,0,0,9,1050000,0,0
10,8,0,3,3,2,1,0,0,10,73800000,0,0
10,8,0,0,0,0,0,0,0,10,97,1,0
8,0,1,1,1,0,1,0,0,8,1260000,1,0
8,8,0,6,6,2,0,0,0,8,91,0,0
10,8,1,1,1,0,0,0,0,10,2510,1,0
10,8,0,9,9,1,1,0,0,10,80,0,0
10,8,0,6,6,6,1,0,0,10,12900000,0,0
8,8,0,5,5,4,1,0,0,8,91000000,0,0
11,8,0,5,5,2,1,0,0,10,8040000,0,0
8,8,0,2,2,1,0,0,0,8,519000,0,0
8,8,0,3,3,3,1,0,0,7,15700000,1,0
8,8,0,8,8,8,1,0,2,8,44100000,0,0
8,8,0,2,2,2,0,0,0,8,1150000,0,0
8,8,0,2,2,1,1,0,0,8,13100000,0,0
10,5,0,1,1,0,1,0,0,10,102000,0,0
8,8,0,3,3,3,1,0,0,8,19600000,0,0
10,8,1,3,3,0,0,0,0,10,13500,1,0
10,8,2,2,2,0,0,0,0,10,131000,1,0
9,8,1,1,1,1,1,0,0,9,4820000,0,0
8,8,0,3,3,3,1,0,0,8,12200000,1,0
10,8,0,4,4,2,2,0,0,10,16800000,0,0
10,0,0,6,6,0,1,0,0,10,2020000,0,0
9,8,0,6,6,1,1,0,0,9,461000000,0,0
9,8,0,1,1,1,0,0,0,9,11600000,0,0
8,8,0,2,2,1,0,0,0,8,2000000,0,0
10,8,1,3,3,0,1,0,0,10,1100000,0,0
10,8,0,8,8,0,1,0,0,10,1780000,1,0
6,8,0,1,1,1,1,0,0,5,2410000,0,0
10,8,0,0,0,0,0,0,0,10,59100,1,0
10,8,0,8,8,0,1,0,0,10,23300000,0,0
9,8,0,2,2,0,1,0,0,9,1170000,0,0
8,8,0,1,1,0,0,0,0,8,460000,0,0
9,8,0,7,7,3,1,0,1,9,9700000,0,0
10,8,0,9,9,8,1,0,1,10,232000,0,0
9,8,0,1,1,0,1,0,0,9,1960000,0,0
9,8,0,7,7,1,1,0,0,9,884000,0,0
8,8,2,2,2,0,1,0,0,8,10700000,0,0
9,8,0,7,7,4,1,0,0,9,50600000,0,0
9,8,0,5,5,2,1,0,0,9,16100000,0,0
10,0,0,7,7,0,1,0,0,10,1060000,0,0
8,8,0,1,1,0,1,0,0,8,2840000,0,0
10,8,0,1,1,0,1,0,0,10,635000,1,0
8,8,0,2,2,0,1,0,0,8,460000,1,0
10,8,0,0,0,0,0,0,0,10,278000,1,0
10,8,0,4,4,3,2,0,0,10,2790000,0,0
8,8,2,8,8,4,1,0,0,8,964000,0,0
10,8,1,2,2,0,0,0,0,10,88800,1,0
8,8,0,3,3,1,1,0,0,8,11800000,0,0
8,8,0,1,1,1,1,0,0,8,30100000,0,0
9,8,1,2,2,1,1,0,0,9,7610000,0,0
10,8,2,2,2,2,2,0,0,10,96900000,0,0
9,8,0,2,2,2,1,0,0,9,9910000,0,0
10,8,0,2,2,0,0,0,0,10,374000,0,0
8,3,0,3,3,3,1,0,0,7,87600000,0,0
9,8,1,3,3,3,1,0,0,9,4080000,0,0
8,8,1,4,4,2,1,0,0,8,227000,0,0
8,8,0,6,6,1,0,0,0,8,635000,0,0
8,8,0,2,2,2,1,0,0,8,311000000,1,0
10,0,0,2,2,0,0,0,0,10,10200,0,0
9,8,0,2,2,1,1,0,0,9,15800000,0,0
10,5,0,1,1,0,0,0,0,10,86900,0,0
10,8,0,0,0,0,0,0,0,10,1720000,1,0
8,8,0,2,2,2,1,0,0,8,131000000,0,0
8,8,2,2,2,1,1,0,0,8,4170000,1,0
8,8,0,4,4,2,0,0,0,8,3640000,1,0
10,5,0,7,7,1,1,0,0,10,3280000,0,0
10,8,0,7,7,5,1,0,0,10,26200000,1,0
9,8,0,5,5,1,1,0,0,9,1380000,0,0
8,8,0,1,1,1,1,0,0,8,14600000,0,0
10,8,0,3,3,0,2,0,0,10,81900,1,0
10,6,2,3,3,1,1,0,0,10,44900,0,0
10,0,0,2,2,1,1,0,0,10,211000000,1,0
8,0,2,4,4,0,0,0,0,8,1140000,0,0
9,0,0,1,1,0,1,0,0,9,7570000,0,0
8,0,0,5,5,4,1,0,0,7,37600000,0,0
9,0,0,1,1,0,1,0,0,9,1690000,0,0
8,0,1,1,1,0,1,0,0,8,965000,0,0
9,8,0,8,8,1,1,0,0,9,1340000,0,0
10,8,1,3,3,2,1,0,0,10,16000000,0,0
10,8,0,2,2,1,2,0,0,10,3550000,1,0
9,8,1,1,1,0,1,0,0,9,397000,0,0
8,8,0,2,2,2,1,0,0,8,704000,0,0
10,8,0,7,7,1,1,0,0,10,158000,0,0
9,8,0,3,3,1,1,0,0,9,464000,0,0
10,8,0,2,2,0,0,0,0,10,74200,1,0
8,8,2,2,2,1,1,0,0,8,440000,0,0
10,8,0,3,3,3,1,0,0,10,13800000,0,0
10,8,0,9,9,3,1,0,0,10,164000000,0,0
5,8,0,2,2,2,1,0,0,5,1380000,0,0
10,8,1,1,1,0,0,0,0,10,19900,0,0
9,8,1,1,1,1,1,0,0,9,51600000,0,0
9,8,0,6,6,6,1,0,0,9,15200000,0,0
8,8,0,3,3,1,0,0,0,7,26600000,0,0
8,8,0,8,8,1,1,0,0,8,1350000,0,0
10,8,2,3,3,0,2,0,0,10,1010000,0,0
8,8,2,2,2,2,1,0,0,8,422000,1,0
10,0,2,2,2,0,0,0,0,10,66,1,0
8,8,0,3,3,1,0,0,0,8,396000,0,0
10,8,1,1,1,0,1,0,0,10,17200,0,0
8,5,0,5,5,0,1,0,0,8,2830000,0,0
10,8,1,1,1,0,0,0,0,10,14100000,0,0
8,8,0,1,1,1,1,0,0,7,126000000,0,0
8,8,0,2,2,2,1,0,0,8,5350000,0,0
9,8,0,6,6,3,1,0,0,9,2460000,0,0
10,8,0,9,9,0,2,0,0,10,489000,0,0
9,0,0,3,3,3,1,0,0,9,15600000,0,0
8,8,0,5,5,3,1,0,0,8,5250000,0,0
8,8,0,4,4,3,1,0,0,8,5010000,0,0
9,8,0,9,9,8,1,0,0,9,20800000,0,0
10,8,0,9,9,2,1,0,0,10,2170000,0,0
9,8,1,1,1,1,1,0,0,9,313000,0,0
10,0,1,3,3,0,0,0,0,10,6520,1,0
9,8,0,3,3,3,1,0,0,9,24400000,0,0
8,8,0,4,4,4,1,0,0,8,6500000,0,0
10,0,1,1,1,0,0,0,0,10,15500,0,0
9,8,0,5,5,5,1,0,0,9,130000000,0,0
10,7,0,9,9,1,2,0,0,10,88,0,0
9,8,0,6,6,0,1,0,0,9,97,1,0
10,4,1,3,3,2,0,0,0,10,101000,1,0
8,8,1,3,3,0,0,0,0,8,88500,1,0
9,8,1,2,2,0,0,0,0,9,2010000,1,0
8,8,2,2,2,1,0,0,0,8,922000,0,0
10,0,0,0,0,0,0,0,0,10,8390,1,0
8,0,1,1,1,0,1,0,0,8,196000,0,0
9,8,0,2,2,1,1,0,0,9,4820000,0,0
9,8,0,5,5,2,1,0,0,9,17400000,0,0
8,8,0,6,6,4,1,0,0,8,136000000,0,0
9,8,0,6,6,2,1,0,0,9,2700000,1,0
9,8,0,1,1,1,1,0,0,9,1250000,1,0
8,8,0,5,5,4,1,0,0,8,110000,0,0
8,8,0,3,3,1,0,0,0,8,193000,1,0
10,8,1,1,1,1,0,0,0,10,46400,0,0
9,8,0,1,1,1,1,0,0,9,4890000,0,0
10,8,1,4,4,0,1,0,0,10,1000000,0,0
8,8,0,4,4,4,1,0,0,8,10900000,0,0
9,8,1,2,2,1,1,0,0,9,325000,1,0
8,8,1,1,1,0,1,0,0,8,160000,0,0
8,8,0,0,0,0,0,0,0,8,8,0,0
8,8,0,5,5,0,1,0,0,8,264000,1,0
8,8,2,5,5,1,0,0,0,8,620000,0,0
10,8,0,1,1,1,1,0,0,10,9470000,0,0
10,0,0,1,1,1,1,0,0,10,236000000,0,0
10,8,0,8,8,1,1,0,0,10,11300000,0,0
8,6,2,6,6,0,0,0,0,8,13800,0,0
8,8,0,8,8,7,1,0,7,8,1350000,1,0
10,8,0,7,7,5,1,0,0,10,15800000,1,0
9,8,0,3,3,1,1,0,1,9,11800000,0,0
10,7,1,1,1,0,1,0,0,10,179000,0,0
10,8,1,1,1,0,0,0,0,10,578000,0,0
9,8,0,7,7,1,1,0,0,8,49900000,0,0
10,8,0,9,9,1,1,0,0,10,303000,0,0
8,8,2,4,4,0,0,0,0,8,194000,1,0
8,8,0,2,2,2,1,0,0,8,1580000,0,0
10,8,0,5,5,3,1,0,0,10,53300000,0,0
9,8,1,2,2,1,1,0,0,9,13100000,0,0
8,8,1,1,1,1,1,0,0,8,1890000,1,0
9,8,0,3,3,2,1,0,0,9,1770000,0,0
8,8,1,1,1,1,1,0,0,8,1640000,1,0
8,5,0,8,8,1,0,0,0,8,2390000,0,0
10,8,0,2,2,2,1,0,0,10,276000000,0,0
10,0,0,4,4,0,0,0,0,10,9250,1,0
9,8,0,4,4,4,1,0,0,9,9150000,0,0
8,8,0,6,6,3,0,0,0,8,11000000,0,0
8,8,0,8,8,2,0,0,0,8,8080000,0,0
10,8,1,1,1,1,0,0,0,10,3590000,1,0
9,8,1,3,3,3,1,0,0,9,24100000,0,0
10,8,0,6,6,2,1,0,0,10,11900000,0,0
8,8,1,3,3,1,1,0,0,8,7640000,0,0
8,8,0,3,3,3,1,0,0,8,118000000,1,0
9,0,1,8,8,8,1,0,0,9,4770000,0,0
8,8,0,2,2,2,1,0,0,8,4100000,0,0
8,8,0,1,1,1,1,0,0,8,2600000,1,0
9,8,0,1,1,1,1,0,0,9,508000,1,0
9,8,0,2,2,2,1,0,0,9,35800000,0,0
10,0,1,1,1,0,0,0,0,10,9780,0,0
8,8,0,4,4,2,1,0,0,8,16900000,0,0
9,8,1,9,9,7,1,0,2,9,1010000,0,0
10,8,0,6,6,6,1,0,0,10,16900000,0,0
8,8,1,1,1,1,0,0,0,8,748000,1,0
10,8,1,7,7,4,1,0,0,9,1590000,0,0
9,8,1,6,6,6,1,0,0,9,4140000,0,0
10,8,0,6,6,6,2,0,0,10,13200000,0,0
10,8,0,5,5,4,1,0,0,10,30800000,0,0
8,8,1,1,1,1,1,0,0,8,2240000,0,0
9,8,0,6,6,1,1,0,0,9,5140000,0,0
8,8,0,4,4,1,0,0,0,8,4610000,1,0
10,0,2,2,2,0,1,0,0,10,128000,0,0
9,8,1,1,1,1,1,0,0,9,217000000,0,0
10,8,0,2,2,1,1,0,0,10,2640000,0,0
9,8,0,2,2,1,1,0,0,9,6980000,0,0
10,8,1,1,1,0,0,0,0,10,40100,1,0
8,8,2,4,4,1,1,0,0,8,1820000,0,0
10,8,2,2,2,0,2,0,0,10,2140000,0,0
9,8,0,8,8,5,1,0,0,9,5710000,0,0
8,8,0,5,5,0,1,0,1,8,6700000,0,0
10,8,1,1,1,0,0,0,0,10,867000000,0,0
9,8,1,4,4,1,1,0,0,9,8750000,1,0
9,8,0,5,5,4,1,0,0,9,5790000,0,0
10,8,0,8,8,3,1,0,0,10,2760000,0,0
10,8,2,2,2,0,0,0,0,10,25000,1,0
10,8,0,6,6,3,1,0,0,10,3690000,0,0
8,8,0,5,5,2,1,0,0,8,44900000,0,0
8,0,0,3,3,0,0,0,0,8,48900,0,0
10,8,0,4,4,4,1,0,0,10,142000000,0,0
8,8,0,1,1,1,1,0,0,8,824000,0,0
11,8,0,4,4,2,2,0,0,10,86000000,0,0
8,8,2,3,3,3,1,0,0,8,8760000,0,0
9,8,0,1,1,1,1,0,0,9,2330000,1,0
10,8,1,3,3,2,1,0,0,10,12800000,0,0
8,8,0,1,1,1,1,0,0,7,19700000,0,0
9,8,0,1,1,1,0,0,0,9,214000,0,0
10,8,0,9,9,4,2,0,0,10,70200000,0,0
11,8,0,4,4,4,2,0,0,10,7890000,0,0
8,5,1,3,3,1,1,0,0,8,1650000,0,0
8,3,0,3,3,0,1,0,0,8,48700,1,0
9,8,0,2,2,2,1,0,0,9,6770000,1,0
10,8,0,9,9,9,1,0,0,10,3570000,0,0
9,8,0,2,2,2,1,0,0,9,7350000,0,0
9,8,1,1,1,1,1,0,0,9,878000,1,0
9,8,1,2,2,2,1,0,0,8,2420000,0,0
8,8,1,1,1,0,0,0,0,8,2240000,0,0
9,8,0,1,1,0,1,0,0,9,30200000,0,0
8,8,0,1,1,0,0,0,0,8,567000,0,0
9,8,0,2,2,2,1,0,0,9,3700000,0,0
8,5,0,6,6,2,1,0,0,8,1850000,0,0
9,8,0,1,1,1,1,0,0,9,17600000,0,0
9,8,1,1,1,1,1,0,0,9,428000000,1,0
8,8,0,3,3,2,1,0,0,8,3280000,1,0
10,4,1,9,9,1,1,0,0,10,11600000,0,0
8,8,0,4,4,2,0,0,0,8,9980000,0,0
10,8,1,8,8,1,1,0,0,10,67600,0,0
8,8,0,1,1,1,1,0,0,8,1400000,0,0
10,8,0,0,0,0,0,0,0,10,22000,0,0
8,8,2,2,2,1,1,0,0,8,539000,1,0
8,8,0,6,6,1,0,0,0,8,1800000,0,0
9,8,0,9,9,9,1,0,0,9,2330000,0,0
8,8,2,3,3,3,1,0,0,8,11600000,1,0
10,8,0,3,3,1,1,0,0,10,801000,0,0
9,8,0,2,2,2,1,0,0,9,132000000,0,0
10,8,0,8,8,8,1,0,0,10,6830000,1,0
9,0,0,2,2,2,1,0,0,9,8670000,1,0
8,8,0,4,4,4,1,0,0,8,157000000,1,0
8,8,0,2,2,1,1,0,0,8,1060000,0,0
8,7,0,3,3,2,1,0,0,8,2460000,0,0
8,8,0,5,5,3,0,0,0,8,1000000,0,0
10,8,0,1,1,0,0,0,0,10,2510000,0,0
8,8,0,5,5,3,1,0,0,8,16300000,0,0
10,8,1,8,8,7,1,0,0,10,265000000,0,0
9,0,0,2,2,0,1,0,0,9,23300000,1,0
8,8,0,4,4,2,1,0,0,8,3700000,0,0
9,8,1,3,3,0,1,0,0,9,7320000,0,0
8,8,0,3,3,0,0,0,0,8,627000,0,0
8,8,0,4,4,4,1,0,0,8,96,0,0
8,8,0,0,0,0,0,0,0,8,159000000,0,0
8,8,1,3,3,0,1,0,0,8,32200,1,0
9,8,1,6,6,1,1,0,0,9,8610000,1,0
10,0,0,0,0,0,0,0,0,10,11300,1,0
8,8,0,6,6,2,1,0,0,8,11600000,0,0
10,8,2,2,2,1,1,0,0,10,1240000,0,0
10,0,2,2,2,1,2,0,0,10,1540000,1,0
8,8,0,3,3,3,1,0,0,8,126000000,1,0
9,8,2,3,3,0,1,0,0,9,1690000,1,0
10,8,0,10,10,5,1,0,0,10,1470000,0,0
9,8,0,3,3,2,1,0,0,9,3480000,0,0
8,8,0,2,2,1,1,0,0,8,7060000,0,0
8,8,0,2,2,1,0,0,0,8,365000,0,0
9,8,0,5,5,5,1,0,0,9,7340000,0,0
10,5,0,1,1,0,0,0,0,10,89600,0,0
10,8,0,8,8,5,1,0,0,10,22100000,0,0
10,8,0,5,5,3,1,0,0,10,13200000,1,0
10,0,0,6,6,1,1,0,0,10,30900,0,0
9,7,0,3,3,0,1,0,0,9,760000,0,0
10,0,0,0,0,0,0,0,0,10,1940,0,0
9,8,0,1,1,1,1,0,0,9,398000,0,0
10,7,1,1,1,0,1,0,0,10,10800000,0,0
8,8,0,3,3,1,0,0,0,8,492000,0,0
9,8,0,5,5,5,1,0,0,9,10100000,0,0
8,8,0,2,2,1,1,0,0,8,265000,0,0
10,8,0,4,4,3,1,0,0,10,90000000,0,0
10,0,0,2,2,1,1,0,0,10,33300000,0,0
8,8,1,3,3,2,1,0,0,8,50800000,0,0
10,8,0,0,0,0,0,0,0,10,14400,0,0
8,8,0,3,3,2,0,0,0,8,7910000,0,0
11,8,0,2,2,1,1,0,0,10,63000000,0,0
8,8,2,2,2,2,1,0,0,8,46400000,0,0
10,0,0,0,0,0,0,0,0,10,89,0,0
10,8,1,9,9,2,1,0,0,10,1960000,1,0
8,8,0,2,2,1,1,0,0,8,1010000,0,0
8,8,0,1,1,1,1,0,0,8,14300000,0,0
8,0,0,2,2,1,1,0,0,8,3060000,0,0
9,8,1,4,4,2,1,0,0,9,80600,0,0
9,8,0,2,2,0,1,0,0,9,1440000,1,0
9,8,0,1,1,1,1,0,0,9,4550000,1,0
8,8,0,5,5,5,1,0,0,8,134000000,0,0
9,8,1,2,2,2,1,0,0,9,479000,0,0
9,8,0,4,4,3,1,0,0,9,9630000,0,0
9,8,0,3,3,3,1,0,0,9,5470000,0,0
8,8,0,2,2,2,1,0,0,8,11000000,0,0
9,8,1,1,1,1,1,0,0,8,191000000,0,0
8,8,2,6,6,0,1,0,0,8,15900000,0,0
10,0,0,0,0,0,0,0,0,10,6950,0,0
10,8,0,4,4,3,1,0,0,10,9130000,0,0
10,3,0,5,5,1,1,0,0,10,645000,0,0
10,8,0,5,5,2,1,0,0,10,11300000,0,0
9,8,0,4,4,3,1,0,0,9,30200000,0,0
10,8,1,3,3,0,0,0,0,10,547000,0,0
8,8,0,5,5,3,1,0,0,8,17300000,0,0
9,8,0,4,4,4,1,0,0,9,10900000,0,0
9,8,0,1,1,1,1,0,0,9,386000,0,0
8,8,2,3,3,2,1,0,0,8,1620000,0,0
10,8,0,3,3,2,1,0,0,10,90000000,1,0
10,8,0,8,8,5,1,0,0,10,19800000,0,0
8,8,0,6,6,6,1,0,0,8,10500000,0,0
8,8,0,4,4,2,1,0,0,8,24900000,0,0
9,8,0,8,8,7,1,0,0,9,35600000,0,0
10,8,0,9,9,5,1,0,0,10,70,0,0
8,2,0,2,2,1,0,0,0,8,125000,0,0
9,8,0,3,3,2,1,0,0,9,19300000,0,0
8,8,0,3,3,1,1,0,0,8,122000000,0,0
8,8,0,7,7,7,1,0,0,8,23300000,0,0
10,8,0,6,6,0,0,0,0,10,13200000,0,0
10,8,0,8,8,4,1,0,0,10,1970000,1,0
8,8,2,4,4,4,1,0,0,8,145000000,0,0
8,8,2,5,5,5,1,0,1,8,23100000,0,0
10,8,0,3,3,1,1,0,0,10,6970000,1,0
9,8,1,1,1,1,1,0,0,9,3930000,0,0
9,8,0,8,8,7,1,0,0,9,9530000,0,0
10,8,0,0,0,0,0,0,0,10,97900000,0,0
8,8,0,5,5,1,1,0,2,8,5740000,0,0
8,8,0,6,6,4,1,0,0,8,16200000,0,0
8,8,0,3,3,0,1,0,0,8,1540000,0,0
8,8,0,3,3,1,1,0,0,8,2890000,1,0
10,8,2,2,2,2,2,0,0,10,4620000,1,0
9,8,0,3,3,2,1,0,0,9,2300000,0,0
10,8,0,2,2,2,1,0,0,10,66000000,0,0
8,8,0,4,4,1,1,0,0,8,18900000,0,0
9,0,1,8,8,5,1,0,0,9,25300000,0,0
9,0,1,9,9,0,1,0,0,9,307000,0,0
8,8,0,4,4,1,0,0,0,8,4860000,0,0
8,8,0,0,0,0,0,0,0,8,10100000,0,0
